P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Hypnales	Rhizogoniales	Grimmiales	6.7869975923157915	5.757838650310987e-12	0.8282271895566038	287232348.5	14993398.0	4730512.5	5415559.0	1100826.5	7716274.5	3283084.5	1162882.5	13565115.5	114267797.0	13159484.5	1392011.5	3542706.75	6070894.75	940777.0
Hypnales	Grimmiales	Pottiales	11.204684743494358	0.0	0.4902587091697083	3122264970.75	146109198.5	88049608.25	126521100.0	26200409.25	165355742.25	61136486.5	26115170.75	124022065.5	1108361765.5	120264859.75	27254427.0	63935947.5	126207748.0	20935467.5
Hypnales	Bartramiales	Grimmiales	9.307866276743372	0.0	0.717800808785273	554398521.5	25735491.5	10461458.5	13519539.25	2726609.0	18803392.5	7599476.5	2638788.5	22657726.0	218845455.0	22445316.75	2935155.75	7445279.75	14581329.75	2234119.75
Hypnales	Grimmiales	Erpodiales	7.686290502029409	7.66053886991358e-15	0.2771688161975734	220455059.25	9149498.0	5692407.75	9770283.5	1418995.5	12121665.75	4220446.75	1482353.25	6348525.5	81833716.0	6569883.25	1531699.25	4293994.75	9825901.5	1133174.0
Grimmiales	Hypnales	Hookeriales	7.703196499611063	6.661338147750939e-15	0.18283438693322696	796467008.75	26491224.5	15506948.0	43540995.5	5543854.25	45389163.5	11087369.0	4385249.5	18348613.0	302532363.5	20236678.5	4428035.25	11992616.75	40564299.0	3652621.0
Hypnales	Catoscopiales	Grimmiales	8.457208603941949	0.0	0.252813042983148	112607320.75	3313379.25	2258552.0	4710001.0	550773.0	5842515.5	1572006.5	548314.0	2633756.75	44175113.75	2660679.5	578860.75	1652302.5	4875410.25	437435.5
Hypnales	Aulacomniales	Grimmiales	6.420505037899021	6.82305323351784e-11	0.848099887420918	324344114.0	17323903.0	5673488.5	5990685.75	1294931.25	8652974.25	3848408.5	1268082.25	15809328.5	129014611.0	15508451.5	1612827.5	3987398.5	6628048.5	1100769.0
Hypnales	Orthodontiales	Grimmiales	8.813692333466753	0.0	0.8138333757050413	225350666.25	11914419.75	3150836.5	4217083.5	837512.5	6121404.75	2246712.75	849072.75	10860251.75	89989304.5	10749388.5	1026165.75	2264287.0	4625149.0	689235.75
Grimmiales	Hypnales	Hypopterygiales	6.423130023964305	6.706435407011213e-11	0.14476074159623656	113295525.0	3232493.5	2328147.5	6160899.75	675108.5	6485589.75	1563019.75	610463.5	2341272.75	43291265.75	2643118.0	528399.5	1654604.5	5936841.75	509454.5
Hypnales	Rhizogoniales	Bryales	6.736200794808439	8.175016219524878e-12	0.7391587081698235	575104093.0	22269007.25	9126668.75	10979158.0	1890926.75	14819568.25	6824492.25	2037078.75	18597771.5	240092584.5	19811789.5	1975299.0	7330535.5	12487357.25	1532507.75
Hypnales	Rhizogoniales	Dicranales	5.5734896794584685	1.2516980674170952e-08	0.8631125262707934	325922990.0	19155811.0	5439748.0	5949162.5	1335544.5	8461424.5	3882421.75	1429370.75	16913780.875	128023097.5	16442857.625	1650199.125	4012960.0	6701382.0	1141293.875
Hypnales	Rhizogoniales	Bartramiales	6.994957759881064	1.3352652317166758e-12	0.4562022583274711	118824352.5	2634928.75	1741116.75	2495892.25	265586.75	3248634.0	1337130.5	269698.25	2309237.75	52131504.25	2254940.75	311809.0	1465515.25	2805278.0	215223.25
Hypnales	Rhizogoniales	Ditrichales	5.685836463971168	6.527272500278514e-09	0.8411470537638538	108809959.625	5642082.625	1838428.875	2024208.375	404148.0	2928274.875	1277517.5	398743.375	5231343.0	43381317.375	4956206.625	540257.125	1329029.125	2253919.25	361884.25
Hypnales	Rhizogoniales	Orthotrichales	5.545299484775777	1.4710105356030567e-08	0.7169517502265296	248105567.0	9000073.5	3995053.0	4772581.75	721354.25	6239818.5	3271310.25	761879.25	7073980.75	105875511.5	7356131.0	758304.25	3402339.75	5388615.0	576455.25
Hypnales	Rhizogoniales	Splachnales	5.806438527889235	3.2007485550877846e-09	0.7938018480313456	173056245.75	7541289.0	2817823.25	3177532.0	591811.75	4302144.75	2079813.25	649504.75	6305705.5	71037049.25	6633918.0	678975.5	2257430.75	3567223.75	514011.75
Hypnales	Rhizogoniales	Bruchiales	5.073071730292806	1.9605454715243553e-07	0.8768185369101075	39311707.0	2086572.0	686458.5	682240.25	151611.25	1029670.75	455572.5	164669.25	2069017.25	15243167.5	1859001.75	205486.0	472499.0	797740.0	136114.0
Hypnales	Rhizogoniales	Archidiales	6.534855129197189	3.199573939127731e-11	0.8438603022327302	126678930.375	7071797.125	2097344.625	2395351.375	511649.25	3343827.125	1464442.125	536417.25	6495560.875	49874965.875	5989005.0	608413.0	1557808.5	2678630.0	436510.5
Hypnales	Rhizogoniales	Rhabdoweisiales	6.587521863088968	2.2477353311955994e-11	0.8181547027031434	232791977.25	11661371.25	3861977.0	4412936.0	861194.0	6207693.25	2695658.75	936736.0	10421998.0	93726890.5	10062906.25	1098405.0	2856329.5	4948398.0	754576.25
Hypnales	Rhizogoniales	Gigaspermales	7.048668780412557	9.092726571680032e-13	0.8345871462222414	21438311.75	1077158.25	325036.25	407979.0	83549.25	575869.25	239727.0	81516.75	1088639.0	8418089.75	965904.0	105810.25	243324.0	451065.25	69451.25
Hypnales	Rhizogoniales	Erpodiales	5.439568148601976	2.676762345110717e-08	0.8872911874037296	45895517.5	3106762.25	782780.5	816334.5	202399.75	1190035.0	549439.75	218502.0	2650547.5	17597436.75	2551388.5	244163.5	568981.25	918987.25	185763.0
Rhizogoniales	Hypnales	Hookeriales	7.678253725366282	8.215650382226158e-15	0.6069619537107398	170774468.5	6090093.5	2733180.0	3708492.25	540920.75	3946503.75	2090476.75	474739.75	4589150.5	73105751.0	5217930.75	486881.75	2384272.25	3654301.25	405625.25
Hypnales	Rhizogoniales	Catoscopiales	9.458139339467257	0.0	0.7187588636772905	23606106.25	956360.75	353036.5	486517.0	76841.25	659850.75	242099.75	80046.5	866749.0	9768231.25	850346.0	91530.5	269992.25	539279.25	62423.0
Hypnales	Rhizogoniales	Hedwigiales	7.425087821697724	5.684341886080802e-14	0.685448959396326	117090380.25	4003053.0	1823904.5	2275466.5	360544.75	3125345.75	1338723.75	341805.75	3380012.0	49862476.0	3495235.0	362767.5	1485750.0	2636656.0	273286.25
Rhizogoniales	Hypnales	Hypopterygiales	6.918698122120099	2.2932766796657233e-12	0.5929842286602682	24265016.0	740814.25	423313.0	493520.0	77357.25	562493.75	303978.25	64674.0	580123.0	10473072.5	651998.0	61149.75	349455.75	523948.25	53654.25
Hypnales	Dicranales	Pottiales	8.951730666255477	0.0	0.4378702281117155	3588048217.5	158802988.5	116898284.75	151991394.5	31012174.25	193778279.5	81705574.5	30435605.25	136454619.25	1263443914.5	131053236.5	32277435.25	82560900.75	149038406.25	25670724.75
Hypnales	Bartramiales	Pottiales	5.666973643348229	7.287528913657582e-09	0.8791899166194636	1255950682.0	83615228.25	25887724.0	26486307.75	8167074.5	39551132.25	18296558.25	7749602.25	77897089.75	456232763.0	74231464.5	8831507.75	17427564.25	27880642.25	6970871.25
Hypnales	Ditrichales	Pottiales	11.480670051952243	0.0	0.3600864578366996	1191840131.5	46628195.0	24229648.25	56757464.0	8579314.75	70711463.5	17633980.0	8484512.5	39649199.0	434629707.25	39225781.25	8344010.5	17615563.25	55705348.25	6823421.0
Pottiales	Hypnales	Tetraphidales	4.873184774746563	5.498323121244653e-07	0.8297457023503132	329995440.5	27112471.0	15667037.25	12766956.75	6050352.25	17170618.25	9683327.0	5681926.25	24711602.75	90179104.25	21201119.75	6515835.25	9764093.5	11471582.75	4447042.5
Pottiales	Hypnales	Polytrichales	5.326496347787783	5.0169453813531106e-08	0.8427037594458399	1632319847.75	143667058.0	81205718.5	64411429.0	29667789.0	86132108.0	50144938.75	27709465.25	126576676.25	442220262.25	107062703.75	32275820.0	48945847.25	56759502.5	23392557.75
Hypnales	Bruchiales	Pottiales	8.835626838338674	0.0	0.32281586513451965	437838718.75	17186343.75	10037276.0	20145117.75	3332690.75	25915961.0	8188277.25	3613254.25	13888141.75	155719872.5	14184267.75	3232723.25	7745310.0	19821960.5	2739409.75
Hypnales	Archidiales	Pottiales	8.742964457652844	0.0	0.5000101077028793	1371016292.25	64433168.5	44557508.75	54361361.75	11974181.75	72111461.0	31977895.5	11889213.75	54362266.75	479672596.75	52591963.5	12188803.5	30369083.25	54922871.75	9447101.25
Hypnales	Rhabdoweisiales	Pottiales	12.387679878972127	0.0	0.47411596676572637	2552851207.5	116192811.5	64288562.5	106292658.5	20230672.5	136349384.25	43831349.75	18967289.5	100143962.25	918218206.25	97319225.0	20862762.75	44785229.75	106484534.5	16088304.5
Pottiales	Hypnales	Funariales	5.641627534447584	8.445747323726494e-09	0.4370754437854844	891889882.75	55670618.0	39683557.75	39852263.0	12758715.75	47586939.75	28316427.25	11304399.75	37273276.75	287656717.75	37296917.0	10801001.5	28095283.75	36976922.75	9539628.5
Hypnales	Erpodiales	Pottiales	6.745373394867316	7.674971769233707e-12	0.37091985618606	504143042.5	21136864.25	19888364.25	22014455.75	4991424.75	27802099.75	13375590.5	4570825.0	18469260.5	174682757.75	17341992.75	4955600.5	13091172.5	21519323.75	3750165.5
Pottiales	Hypnales	Hookeriales	4.83553961455286	6.648146038124025e-07	0.09252057810319508	1832980917.75	57455729.5	37943515.0	132204300.75	15181637.25	134168558.25	27116143.0	13068602.0	37830234.0	648605043.5	41217131.25	12492307.5	28156367.0	120433670.25	10420213.0
Hypnales	Catoscopiales	Pottiales	11.33636334547763	0.0	0.6423437088909201	255199501.25	13632775.25	6561956.25	8534095.5	2099999.5	11835113.0	4427000.0	1952068.0	11803263.25	91645769.0	11344307.25	2190064.0	4444218.25	8732878.75	1694873.75
Hypnales	Pleurophascales	Pottiales	7.334399591418201	1.1213252548714081e-13	0.5729327061491333	136164353.75	6457014.75	4029743.0	4931352.75	1037046.5	6343241.75	2819023.25	1043602.5	5652821.75	48777468.0	5561563.75	1136454.25	2855870.25	5000978.75	763880.0
Pottiales	Hypnales	Buxbaumiales	5.851409641648226	2.44498365997714e-09	0.8187570138097039	184424451.75	17494841.5	8734878.75	7458908.25	3552396.5	9910984.5	5471220.0	3222205.5	14450512.0	50505590.75	12409371.25	3589732.0	5758407.75	6449669.75	2689824.75
Hypnales	Orthodontiales	Pottiales	5.8229520294507315	2.8999947998542552e-09	0.9079622581335995	512134502.0	37127094.5	7849248.75	8484299.5	2463304.75	13132459.75	5477452.75	2490341.25	35140320.5	188815410.25	33614642.0	3004748.0	5387562.75	9018549.5	2094188.75
Hypnales	Bartramiales	Bryales	6.537936671566408	3.134381643121742e-11	0.6092502166945278	1105934695.5	38038038.25	21225044.0	25671634.5	4671849.0	34191947.25	17442037.0	4819957.5	30273481.25	454602174.25	33436047.5	4381052.0	16790229.0	27946261.75	3607324.25
Bryales	Hypnales	Ptychomniales	5.2099461366931115	9.462957972772301e-08	0.24276920671187593	862683681.25	28064617.25	19822632.75	30176499.5	4210779.75	34928023.5	14564372.75	4160975.25	19569641.5	345306056.5	21006403.75	4232602.5	15634113.0	30676554.75	3505828.0
Bryales	Hypnales	Hookeriales	8.678551589820945	0.0	0.2822948585710754	1600783677.5	53250096.75	28732699.25	63511619.25	8487341.25	70548096.0	22030637.5	7377762.0	38346346.0	638643580.5	43183592.5	7636994.75	23789870.25	64201083.0	6227948.5
Hypnales	Aulacomniales	Bryales	7.497180338339565	3.2862601528904634e-14	0.7373561989404748	652087710.0	25702921.75	10578784.25	12634424.0	2221508.25	17062546.25	7678308.75	2136724.75	21592295.25	272771946.5	22989342.5	2340060.25	8002369.0	14120009.25	1776756.25
Hypnales	Orthodontiales	Bryales	9.76327344701832	0.0	0.6970598061881893	452792922.25	17507165.0	5665965.25	8885713.25	1450477.75	12056882.75	4461805.5	1403026.25	14641135.75	189941978.0	15843958.5	1384485.0	4399276.5	9936336.25	1101436.0
Bryales	Hypnales	Hypopterygiales	6.676865331539193	1.227196122499663e-11	0.21682130817852502	228482306.0	6505286.0	4457147.75	8872085.5	1026850.75	10143671.5	3179231.25	998344.0	4755285.5	91984222.0	5436508.0	932690.25	3522180.0	9248615.0	835431.5
Hypnales	Tetraphidales	Sphagnales	5.933130850130064	1.4911407664186527e-09	0.7443223686100816	51219997.75	4880736.0	3004037.0	2640181.5	1285681.0	4364027.75	1917171.5	1357077.5	4021980.25	11391299.75	3018873.75	1572774.5	1729117.0	2478322.75	981054.0
Hypnales	Polytrichales	Sphagnales	5.08428134537956	1.8482672825559376e-07	0.7774987733456609	250381618.5	23643117.75	16011158.25	12926404.75	6607324.75	21363194.0	10329712.25	6762137.75	19403483.5	55383946.75	14768905.75	7604593.5	9407661.0	11908123.0	4926556.5
Hypnales	Andreaeales	Sphagnales	7.065782376490657	8.039124921310759e-13	0.45941703490315494	129040018.5	10658619.25	8373709.0	8351301.5	3491224.5	13183980.5	5640825.0	3838117.75	7944336.5	28011889.75	5972383.75	4131874.0	4932452.75	7390844.75	2693267.5
Hypnales	Bartramiales	Dicranales	7.969820458987516	7.771561172376096e-16	0.7712893524424517	625831262.25	33279738.5	11886191.25	14802201.75	3230261.5	20239174.25	8912192.0	3375243.5	28775289.125	243379539.75	28087912.625	3501111.375	8333184.25	16009535.5	2745330.375
Hypnales	Rhabdoweisiales	Dicranales	5.632459645579238	8.90720563972991e-09	0.18585173893264342	1278372284.25	39298728.0	28429815.75	59417841.75	6638644.25	71746323.75	20589351.5	6569750.5	29453022.625	493930447.5	29308751.875	6551963.875	20423305.25	61873123.5	5205409.625
Dicranales	Hypnales	Hookeriales	6.93718391354179	2.0126122990404838e-12	0.16252010304209483	909431384.0	29630281.75	17601781.25	53182833.0	6358228.0	56908980.25	13063696.25	5418017.0	20849156.25	341023893.75	22610349.25	5320754.75	13907758.0	49591662.5	4461132.0
Hypnales	Catoscopiales	Dicranales	10.549431920286645	0.0	0.36328426274871045	127205526.0	4711012.75	2667601.75	5072136.25	719382.5	6303206.5	1934328.75	708134.0	3724634.875	49074178.75	3673176.625	701142.625	1953851.25	5265337.75	550457.625
Hypnales	Aulacomniales	Dicranales	5.21416211095898	9.250340560207349e-08	0.8787584976620064	367548696.75	21933290.25	6323197.0	6686692.25	1581134.5	9375479.25	4613527.5	1559986.75	19639827.125	144129129.0	19214215.875	1893562.625	4520834.5	7302763.75	1353717.875
Hypnales	Orthodontiales	Dicranales	7.413418357179566	6.195044477408373e-14	0.8465112272821156	255503826.5	15201743.0	3621800.0	4661972.0	977694.5	6637736.5	2707151.5	1088963.0	13488249.5	100585134.75	13322108.0	1240499.0	2586346.0	5032092.75	854383.0
Dicranales	Hypnales	Hypopterygiales	5.390632496784368	3.5184166691237806e-08	0.12142276311256396	129521612.5	3612786.5	2618351.0	7549522.25	813281.75	8124288.25	1880440.25	727218.25	2663929.25	48915881.25	2918247.75	649693.0	1923739.0	7252500.75	624394.25
Hypnales	Bartramiales	Ditrichales	8.66500713174624	0.0	0.71503433600878	209840732.625	9514384.625	3914320.25	5183406.125	1012239.875	7155671.125	2865109.25	962487.875	8682167.5	82895325.375	8337401.125	1134250.5	2799389.5	5496648.25	871328.0
Hypnales	Bartramiales	Oedipodiales	5.433664955082986	2.76685792055531e-08	0.9256165741252476	34007464.75	2838698.75	677119.25	685113.0	277798.75	1111641.75	459812.0	271575.75	3263425.0	10475693.75	2664853.0	342060.75	434858.25	695581.75	204526.5
Hypnales	Bartramiales	Polytrichales	4.764206097187496	9.491717771759056e-07	0.9423568289833048	286318458.75	29461348.25	5954051.0	5666737.5	2556193.25	8746284.75	4133868.5	2778047.75	29193377.625	87629349.5	25426923.125	2952033.875	3832696.75	5761334.5	2020161.875
Bartramiales	Hypnales	Ptychomniales	5.628977480421376	9.088817032321117e-09	0.4915211482298348	176194987.5	5866782.25	3968108.75	4246369.75	722049.25	4662156.5	2927069.25	626022.0	4202371.25	73718884.75	4590828.0	636061.5	3170025.25	3943889.5	544824.5
Hypnales	Bartramiales	Splachnales	8.612613893730344	0.0	0.6118321456326813	332805174.0	12454279.5	5955103.75	7986352.0	1471685.0	10735496.25	4559449.75	1490736.5	9960950.5	135046952.25	10693520.75	1366885.75	4548392.5	8792988.5	1083984.0
Hypnales	Bartramiales	Bruchiales	7.675831231328143	8.215650382226158e-15	0.7855956380595543	76617045.75	3651764.5	1461175.25	1743369.5	391435.0	2483585.75	1054199.0	391086.5	3579377.75	29386351.5	3251993.5	464874.0	996026.0	1882826.5	334207.5
Hypnales	Bartramiales	Archidiales	8.981330007409793	0.0	0.7429584119030722	243950722.5	12248744.75	4569601.25	6007022.75	1220876.0	8179116.25	3424780.0	1247627.5	10888548.75	94882913.75	10289422.0	1306810.75	3266037.75	6404482.75	1012619.25
Hypnales	Bartramiales	Rhabdoweisiales	9.371403215884353	0.0	0.6877709893727955	451104182.75	19924955.25	8417380.0	11265706.75	2096681.25	15197251.0	6233913.0	2119101.0	17317834.25	179767482.0	17074685.0	2295806.0	5895047.0	12111743.75	1729529.0
Hypnales	Bartramiales	Funariales	6.842203346864472	3.9225289683031406e-12	0.8452090827168451	160147715.25	11879006.75	2998359.5	3676112.0	1154797.75	5022770.5	2394271.0	1184434.0	9393542.5	58727690.25	9481556.25	1027249.75	2199920.5	3835366.5	865613.5
Hypnales	Hypnodendrales	Bartramiales	4.826390777384359	6.960709053593916e-07	0.5683607552534197	191354764.0	4582342.0	3415590.0	3836970.5	485265.0	4791894.25	2650052.25	451183.0	4212926.25	83333388.75	4171906.0	627357.5	2877958.25	4095768.0	404293.25
Hypnales	Bartramiales	Gigaspermales	10.444678944693804	0.0	0.72526912782476	41243620.75	1828125.0	696589.0	1028010.25	204443.0	1393862.75	521824.25	205129.25	1858117.75	16068613.5	1642679.0	220588.25	490959.25	1096739.75	152670.25
Hypnales	Bartramiales	Erpodiales	8.064259450062831	4.440892098500626e-16	0.8056826391446548	88363971.25	5448031.0	1668157.25	2073286.5	501915.5	2830154.25	1280696.25	530087.75	4566950.25	33422902.75	4464444.5	528083.5	1218222.75	2173010.75	418939.75
Bartramiales	Hypnales	Hookeriales	9.85594306520542	0.0	0.43668489221762946	326526416.5	11252156.0	5565002.5	9665090.75	1371495.25	9834415.0	4245066.0	1157032.25	8446698.25	135808104.75	9554451.0	1158918.75	4673797.75	8867702.25	974103.0
Hypnales	Bartramiales	Catoscopiales	11.025019870199374	0.0	0.5663846560218405	45499431.75	1585969.25	766736.0	1208896.75	185983.0	1580683.75	581600.5	189168.25	1400969.5	18582528.5	1417997.75	194487.0	577349.25	1263440.5	148242.25
Hypnales	Bartramiales	Hedwigiales	8.719525914314827	0.0	0.40177665799963264	226576835.5	6163188.5	3632638.0	6082990.75	806048.75	7877865.0	2817635.0	797258.5	5010701.75	95842911.5	5259931.0	693961.75	2884597.75	6596354.75	612026.5
Hypnales	Aulacomniales	Bartramiales	7.52888942694811	2.5757174171303632e-14	0.4828205805521962	134502542.75	3082145.25	1988913.75	2842313.75	334353.75	3651749.0	1575079.75	284698.25	2758125.0	59193392.5	2721341.5	391388.0	1596393.25	3140235.0	234434.5
Hypnales	Orthodontiales	Bartramiales	9.34823795078446	0.0	0.46424365356454195	94143052.0	2115988.25	1081053.0	2021204.5	202354.75	2621027.25	905519.5	181528.75	1872283.0	41566829.25	1863249.5	231544.75	862100.5	2248913.5	135699.5
Bartramiales	Hypnales	Hypopterygiales	8.96242169272522	0.0	0.39016260292683586	46525040.5	1387541.0	851633.75	1336516.75	183059.5	1416605.0	612338.5	160404.25	1075654.25	19517223.0	1200463.0	143593.5	687151.25	1283642.75	127447.0
Hypnales	Ditrichales	Erpodiales	6.9127484007320446	2.3915314173450497e-12	0.19285877889886444	83793092.0	2872603.5	1504107.0	4307797.0	470144.5	5112925.75	1254312.75	448956.0	1983914.0	31868842.25	1989327.25	397406.75	1183547.75	4290197.0	376462.5
Ditrichales	Hypnales	Hookeriales	7.13600387498908	4.838351941316432e-13	0.18346187110856813	300778254.0	10143340.75	5835826.5	16750143.75	2060310.5	16822534.75	4190030.75	1646606.25	7012069.0	114623013.0	7686948.75	1594719.25	4522531.25	15187184.5	1358349.0
Hypnales	Catoscopiales	Ditrichales	7.956894782302156	8.881784197001252e-16	0.26164185811436785	42587216.625	1235660.375	864442.75	1783909.625	200367.125	2235870.375	594914.25	190336.375	1016242.25	16810465.125	984029.625	216670.0	631404.5	1827340.5	172780.5
Hypnales	Aulacomniales	Ditrichales	5.601939062613877	1.0626705959637661e-08	0.8529933882702762	122232660.75	6448417.25	2131674.0	2266435.25	464644.25	3285867.5	1482896.0	450547.0	6029316.0	48768128.75	5793704.25	611744.25	1503435.5	2483185.25	413820.0
Hypnales	Orthodontiales	Ditrichales	8.148409653115815	2.220446049250313e-16	0.8142727945408205	85120569.25	4451479.5	1208590.75	1597466.0	300705.5	2324086.0	836747.75	306637.75	4171919.75	34146402.0	4005503.75	396516.25	831121.75	1716186.25	277770.75
Ditrichales	Hypnales	Hypopterygiales	6.805532664787128	5.063283126105489e-12	0.16176380052637396	42653754.5	1222218.25	868393.0	2368689.0	255651.75	2416484.75	571424.25	227559.25	918262.5	16351089.25	977180.25	182987.25	632615.0	2201712.5	188449.5
Hypnales	Oedipodiales	Andreaeales	8.59776108954308	0.0	0.513891984764704	23085646.25	1713160.5	1011190.25	1264859.0	445343.5	2020021.75	790534.0	508067.5	1291969.5	5729041.25	1166412.0	470782.75	659424.5	1226151.25	342639.0
Hypnales	Gigaspermales	Oedipodiales	7.832107424308563	2.4424906541753444e-15	0.789788588794022	6437961.25	432022.75	199698.0	222952.5	70623.75	363644.75	143058.5	69569.25	443229.5	1923194.25	383964.5	90170.0	134884.5	224313.75	54689.75
Hypnales	Oedipodiales	Takakiales	6.455516314810751	5.418410164992338e-11	0.7880727203940797	6099089.0	554893.25	300167.0	283762.25	140732.0	545802.5	208699.25	142208.0	487828.5	1333150.5	358709.75	169323.5	173318.25	276699.75	106664.5
Hypnales	Catoscopiales	Oedipodiales	6.1961414193141255	2.905020668464431e-10	0.8788855182816929	6820438.75	510690.5	202764.0	191053.75	71400.25	303087.25	130996.5	66709.0	566811.0	2041768.25	458256.5	85285.5	131522.5	190546.5	55576.75
Orthotrichales	Hypnales	Ptychomniales	6.059218881270085	6.864716572962948e-10	0.3255777782226427	376462514.75	12435640.0	8531248.5	11779437.75	1724517.0	14564801.25	6372315.25	1653828.25	8982607.25	153947237.75	9686332.75	1599270.75	6838781.25	11813098.25	1215907.25
Orthotrichales	Hypnales	Hookeriales	9.06894075176101	0.0	0.3365105050871429	697001873.375	23237180.125	12458487.625	24906470.125	3266067.5	29006225.875	9699601.0	3073594.375	17412264.5	284661682.875	19670647.375	2885361.125	10189956.625	24568374.0	2500325.5
Hypnales	Aulacomniales	Orthotrichales	8.019832840669048	5.551115123125783e-16	0.6545618275394078	281283381.0	10141464.5	4393371.25	5751178.25	815338.0	7501545.5	3343411.75	809040.75	7905826.0	120700235.0	8313968.5	894115.75	3506492.75	6345051.25	620329.75
Hypnales	Orthodontiales	Orthotrichales	9.59985518252273	0.0	0.6288709790601029	195560241.0	7014286.75	2388533.25	4015968.0	526440.5	5303568.5	2023412.75	490092.25	5399759.25	84027798.5	5811594.0	555780.5	1949279.5	4428889.0	393523.25
Orthotrichales	Hypnales	Hypopterygiales	7.783948950463396	3.552713678800501e-15	0.28065735938071656	99713433.5	2862614.0	1912584.5	3515772.5	401697.75	4186561.0	1393788.5	430636.25	2221697.75	41090634.25	2456945.0	355692.25	1542864.75	3503061.75	354973.25
Hypnales	Tetraphidales	Andreaeales	7.581500798526285	1.7208456881689926e-14	0.5261384391199491	39135008.0	2839299.75	2145184.75	2188078.25	835585.5	3371408.25	1423810.75	858933.75	2272393.0	9537454.75	1899857.0	961763.0	1242309.75	2080427.25	684546.25
Hypnales	Gigaspermales	Tetraphidales	7.942580748198516	9.992007221626409e-16	0.7839919493626998	10990376.75	858723.5	345765.0	385992.0	139975.25	592909.25	235844.75	137988.25	780797.75	3302103.0	713053.25	157810.75	226234.0	389425.0	104811.5
Hypnales	Tetraphidales	Takakiales	6.848474671348643	3.754441202374892e-12	0.7657034695638003	10338463.75	921615.25	616677.5	521874.5	236881.25	909840.25	370180.5	247279.25	865931.0	2189389.75	602503.75	326336.0	338800.0	486167.75	187906.5
Hypnales	Catoscopiales	Tetraphidales	6.513306077500168	3.693978456453806e-11	0.8647834691013281	11717342.5	997735.0	338205.75	342774.5	146797.5	505944.0	224345.0	136502.5	981766.25	3520432.25	872961.5	148744.0	218775.0	339542.75	102933.5
Hypnales	Polytrichales	Andreaeales	6.774766088220624	6.2663207955893085e-12	0.5423540656202706	195566111.5	14575575.5	11911347.0	10738546.75	4424722.0	16720147.25	7973716.25	4648140.75	11250304.0	47125879.25	9868753.5	5078786.25	7001924.75	10176499.25	3245239.0
Hypnales	Gigaspermales	Polytrichales	6.930477923336143	2.1103119252074976e-12	0.8389356309633043	53432903.5	4584612.5	1717606.0	1823829.75	664789.0	2791268.5	1279099.625	698214.375	4116434.25	15750799.75	3659121.25	796257.75	1145199.125	1753318.5	554254.125
Hypnales	Polytrichales	Takakiales	5.745351146626015	4.6002119891142e-09	0.8085526249404278	50959189.5	4594741.5	3317075.0	2547889.75	1264677.5	4427750.5	2011904.25	1318257.5	4275568.0	10740978.75	3041229.0	1676695.5	1801410.0	2302200.5	940929.75
Hypnales	Catoscopiales	Polytrichales	5.7959833342139975	3.4066249821051997e-09	0.9018643926933229	57726553.0	5408067.25	1773747.0	1601035.0	662032.75	2423273.0	1163991.25	716435.5	5180415.125	17084550.75	4402345.375	777419.875	1144924.5	1626765.75	518441.875
Ptychomniales	Hypnales	Hookeriales	9.27178422346613	0.0	0.4407422936526294	258636343.0	8806116.0	4493970.25	7447025.75	1093048.0	9497288.0	3467869.0	994059.5	6603780.5	107480394.25	7376992.25	937266.75	3730319.5	7732035.0	822130.25
Ptychomniales	Hypnales	Catoscopiales	5.302529114349792	5.722395202134578e-08	0.8056612747530674	35002799.25	1534699.25	799208.25	793537.75	189049.0	1159625.25	586376.75	177011.0	1445194.75	13731135.75	1345068.0	205346.5	622688.0	851756.0	141890.5
Ptychomniales	Hypnales	Hedwigiales	5.785789600909944	3.619724742165431e-09	0.7156119541172489	174840311.25	6396217.5	4043909.25	4059173.25	752760.25	5723275.5	2932808.75	807480.5	5767104.75	71053257.0	5630915.5	774738.25	3172819.75	4394173.5	656530.0
Ptychomniales	Hypnales	Hypopterygiales	8.423092722449113	0.0	0.39009201339503236	36930709.75	1091385.5	674767.75	1046751.5	140852.5	1363949.75	505371.25	127197.25	851633.5	15439802.0	941533.75	136882.75	545578.75	1099107.0	111880.0
Splachnales	Hypnales	Hookeriales	8.065767903526343	4.440892098500626e-16	0.24643037430696438	478419278.0	15631241.25	8599144.25	20788301.75	2558431.75	22738082.0	6604177.75	2394104.25	11242633.0	188200561.0	12586236.5	2385245.75	7199743.0	20408827.25	2070656.5
Splachnales	Hypnales	Pleurophascales	4.883801814290244	5.210313499537378e-07	0.6769786783924464	34810331.25	1545254.25	1016456.5	1012368.25	206231.5	1269365.0	711342.5	224640.5	1342223.5	13034986.0	1229711.75	225021.25	843100.25	1012971.5	186961.0
Hypnales	Aulacomniales	Splachnales	6.374973910669902	9.191514216411178e-11	0.7929237474806116	194615160.5	8489956.5	3239260.0	3635225.75	684244.75	4882185.75	2347645.75	700038.0	7277968.5	79964650.75	7646584.25	748548.75	2473224.25	3987940.25	579608.25
Hypnales	Orthodontiales	Splachnales	8.659201304752003	0.0	0.7571912518866186	135123198.75	5922500.75	1839313.25	2516687.75	398803.5	3472308.0	1343904.5	446370.75	5001191.25	55658294.5	5289167.25	447878.75	1409589.0	2792236.5	360906.5
